Feature.ID	ST3_Total_Exon_Reads_fwd_RNA.Seq	SB3_Total_Exon_Reads_fwd_RNA.Seq	SC3_Total_Exon_Reads_fwd_RNA.Seq	SL3_Total_Exon_Reads_fwd_RNA.Seq	SC4_Total_Exon_Reads_fwd_RNA.Seq	SL4_Total_Exon_Reads_fwd_RNA.Seq	ST4_Total_Exon_Reads_fwd_RNA.Seq	SB4_Total_Exon_Reads_fwd_RNA.Seq	SC2_Total_Exon_Reads_fwd_RNA.Seq	SL2_Total_Exon_Reads_fwd_RNA.Seq	SB2_Total_Exon_Reads_fwd_RNA.Seq	ST2_Total_Exon_Reads_fwd_RNA.Seq	SC1_Total_Exon_Reads_fwd_RNA.Seq	SL1_Total_Exon_Reads_fwd_RNA.Seq	SB1_Total_Exon_Reads_fwd_RNA.Seq	ST1_Total_Exon_Reads_fwd_RNA.Seq
FN3K	7	7	21	55	34	27	8	33	79	3	17	17	21	19	21	2
FN3KRP	13	65	45	100	112	24	45	56	163	1	165	108	90	28	256	78
FNBP1	312	489	231	240	278	286	1338	59	327	38	361	1843	155	62	600	968
FNBP1L	86	358	1153	254	1410	139	114	283	1113	59	698	210	929	91	1049	189
FNBP4	304	767	636	313	942	488	1149	86	333	10	451	1510	341	93	772	754
FNDC1	32	132	358	3	226	70	58	10	2297	1	79	70	211	26	257	55
FNDC3A	272	887	1094	1022	1971	743	570	195	1867	61	835	1810	804	385	3659	1073
FNDC3B	229	1559	1609	1793	1770	1721	469	239	2176	120	1715	1192	1727	592	5207	911
FNDC4	4	29	19	276	14	156	10	7	81	41	0	6	37	45	554	8
FNDC5	7	4	2	167	1	21	9	1	41	35	4	8	3	13	1	12
FNDC7	11	0	0	6	0	0	1	37	0	0	1	3	2	28	1	0
FNDC8	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
FNDC9	12	1	1	4	0	0	14	0	0	0	0	6	0	6	0	2
FNIP1	141	624	570	410	830	261	333	122	625	22	382	723	657	122	1125	462
FNIP2	66	338	647	398	442	327	74	11	611	45	252	196	651	268	545	168
FNTA	91	276	227	151	462	137	252	66	585	39	318	572	182	59	498	291
FNTB	0	3	4	0	0	0	0	0	0	0	1	3	4	0	19	1
FOCAD	91	240	252	49	681	63	125	12	533	3	321	330	293	80	1321	229
FOLH1	17	8	11	159	2	39	6	0	64	29	9	10	53	121	20	10
FOLH1B	10	3	5	59	0	27	0	1	7	19	2	3	34	67	0	0
FOLR1	7	0	6	3	7	0	2	0	1	0	0	1	5	6	47	0
FOLR2	5	15	5	9	0	24	9	0	18	0	21	12	5	6	62	6
FOLR3	1	1	1	0	32	39	1	0	0	0	0	0	1	1	0	0
FOLR4	1	0	0	0	0	0	1	0	0	0	0	1	1	4	0	0
FOPNL	50	231	126	83	271	91	179	3	318	1	251	256	270	39	623	207
FOS	93	9839	393	1025	650	1015	203	161	2502	133	643	216	569	180	1249	445
FOSB	45	6685	200	270	186	276	77	523	431	45	179	24	48	39	104	97
FOSL1	9	829	40	45	97	45	17	0	93	1	1	5	35	8	916	11
FOSL2	41	1235	398	284	576	888	92	122	1304	36	1194	165	344	77	1123	157
FOXA1	15	72	6	236	6	102	30	27	6	0	491	37	73	36	1	19
FOXA2	4	0	106	89	198	164	14	0	225	9	2	0	85	30	1	0
FOXA3	2	0	20	112	9	76	1	0	48	3	0	1	69	68	0	2
FOXB1	0	0	1	0	0	0	0	0	7	0	0	0	0	3	4	0
FOXB2	0	0	0	0	1	0	0	4	1	2	0	0	1	4	0	0
FOXC1	18	95	27	6	59	18	26	30	191	2	81	55	53	6	583	47
FOXC2	0	0	2	0	3	1	0	0	4	2	0	0	1	0	3	1
FOXD1	4	9	0	0	1	0	4	1	50	0	6	15	23	3	102	5
FOXD2	1	1	37	3	32	0	7	0	28	0	2	0	3	3	22	0
FOXD3	0	11	0	0	0	0	1	0	52	0	0	1	1	1	0	0
FOXD4	2	0	1	0	0	0	3	5	0	0	1	2	8	3	0	1
FOXD4L1	2	1	1	0	0	0	4	0	0	0	5	1	2	0	0	0
FOXD4L2	19	1	2	5	1	1	13	8	0	0	11	6	7	33	6	0
FOXD4L3	5	0	2	1	0	0	0	0	50	0	2	1	1	1	0	0
FOXD4L4	21	3	4	6	4	0	13	10	0	0	7	10	11	34	1	3
FOXD4L5	85	1	10	13	0	0	36	12	0	0	17	10	3	97	4	1
FOXD4L6	3	0	0	3	0	0	1	0	0	0	8	2	2	2	3	0
FOXE1	62	79	0	0	1	0	216	0	0	1	2	192	3	2	233	313
FOXE3	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0
FOXF1	6	84	21	18	17	48	20	6	151	1	30	42	22	7	54	23
FOXF2	5	13	4	1	5	0	2	0	14	0	19	23	12	4	22	9
FOXG1	2	0	0	1	0	0	1	0	5	0	20	4	0	5	0	3
FOXH1	1	4	2	1	7	0	1	0	1	0	4	0	0	2	5	0
FOXI1	2	0	1	0	0	0	3	0	0	0	0	2	0	9	0	0
FOXI2	16	5	14	21	18	0	97	10	3	0	6	8	5	33	2	5
FOXI3	0	0	0	0	0	0	0	48	0	0	1	0	0	4	0	0
FOXJ1	1	0	18	0	0	0	0	7	0	1	64	0	7	0	33	2
FOXJ2	58	214	171	60	191	65	160	4	153	8	196	248	82	30	268	142
FOXJ3	139	581	1012	299	539	281	503	219	742	18	1261	822	423	97	1125	491
FOXK1	112	449	527	126	810	272	393	93	974	10	522	538	655	48	1262	366
FOXK2	62	230	144	159	192	143	165	46	278	22	423	225	230	44	652	147
FOXL1	6	6	12	2	11	0	2	0	88	0	9	5	41	8	8	1
FOXL2	1	8	1	0	0	0	1	0	0	0	9	0	0	1	3	0
FOXM1	45	63	194	6	119	0	200	119	70	1	317	66	148	14	575	70
FOXN1	12	84	2	1	0	1	78	1	11	0	4	20	0	6	1	33
FOXN2	135	347	433	278	196	150	368	31	614	4	425	774	354	87	1270	686
FOXN3	290	1075	722	883	979	1059	1001	126	1191	51	906	1357	751	456	1309	997
FOXN4	7	0	0	2	0	0	1	0	0	0	0	0	1	4	0	0
FOXO1	224	535	268	525	222	459	847	32	700	24	693	1286	298	95	795	840
FOXO3	177	916	811	433	2294	953	505	108	1025	42	627	937	835	197	1947	975
FOXO4	24	64	152	42	500	72	119	54	186	7	100	57	72	25	303	50
FOXO6	0	4	0	0	0	0	0	0	0	0	20	0	0	1	0	0
FOXP1	357	932	895	540	1001	855	1165	145	1362	61	877	1681	604	200	977	1145
FOXP2	57	160	40	55	30	36	29	1	59	0	48	44	30	80	20	51
FOXP3	17	28	6	4	3	5	26	0	30	0	23	33	5	0	26	30
FOXP4	17	69	323	95	545	129	135	94	316	0	66	80	161	36	250	37
FOXQ1	8	72	90	2	215	27	25	1	204	0	206	38	53	2	466	51
FOXR1	4	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
FOXR2	9	0	3	4	0	0	1	0	0	0	1	0	1	4	0	0
FOXRED1	17	37	49	74	54	7	52	2	84	19	86	73	27	27	209	39
FOXRED2	20	95	50	70	34	86	101	7	138	7	117	41	32	31	178	39
FOXS1	1	0	5	0	5	0	0	1	19	0	0	8	4	2	8	1
FPGS	17	46	61	117	80	122	102	26	156	37	104	75	75	30	450	48
FPGT	1	14	4	3	1	6	0	0	27	0	15	19	3	2	32	5
FPGT-TNNI3K	27	10	12	12	8	2	36	52	30	0	9	35	10	42	25	9
FPR1	5	3	6	10	0	57	7	73	13	0	10	11	12	8	123	8
FPR2	3	5	6	4	0	5	2	0	8	0	5	1	5	10	43	3
FPR3	34	79	49	37	112	269	69	2	209	9	182	124	179	16	894	75
FRA10AC1	63	135	97	53	376	70	176	16	178	1	67	323	83	46	250	189
FRAS1	82	196	35	16	61	20	41	118	133	0	524	72	381	127	1053	45
FRAT1	12	21	17	36	37	48	34	0	17	9	26	40	15	8	17	24
FRAT2	9	30	86	56	78	18	35	1	43	0	156	56	40	17	82	56
FREM1	51	115	90	15	38	2	47	0	67	0	32	52	78	75	55	30
FREM2	45	60	226	39	414	2	19	133	334	19	93	7	25	103	1	7
FREM3	18	0	4	1	0	0	13	77	1	0	0	1	2	32	0	0
FRG1	51	76	99	67	353	177	214	17	468	1	159	252	74	49	256	96
FRG2	8	0	0	7	2	0	6	1	0	0	0	0	3	5	0	1
FRG2B	6	0	6	0	0	0	1	0	0	0	0	1	0	5	0	0
FRG2C	13	2	0	0	0	0	0	0	3	0	0	0	2	14	3	0
FRK	28	82	198	167	317	69	51	52	178	16	90	108	478	51	190	93
FRMD1	2	0	112	1	54	0	1	0	26	1	0	0	9	2	0	2
FRMD3	31	67	14	14	12	46	19	0	127	4	30	34	67	46	51	16
FRMD4A	75	240	77	81	241	229	211	1	320	0	148	221	107	41	334	175
FRMD4B	77	616	97	350	290	257	151	31	187	44	228	431	265	80	316	330
FRMD5	4	8	15	1	3	0	7	0	71	0	7	4	101	7	79	0
FRMD6	89	1076	150	739	135	320	146	52	306	35	425	545	302	80	5432	377
FRMD7	9	0	2	1	0	0	1	0	10	0	0	0	1	15	0	0
FRMD8	11	140	61	51	71	164	76	36	181	10	75	102	133	16	507	90
FRMPD1	15	0	6	5	2	50	24	1	7	0	1	18	5	15	0	14
FRMPD2	15	0	7	9	34	0	8	21	0	0	6	1	4	46	18	0
FRMPD3	13	2	8	2	11	0	37	1	37	0	12	20	5	12	11	17
FRMPD4	14	0	6	3	0	0	8	0	5	0	101	0	2	28	0	0
FRRS1	24	91	23	134	1	44	24	6	34	17	168	56	105	85	81	44
FRRS1L	7	1	0	3	0	0	5	0	6	0	2	0	0	10	0	0
FRS2	113	519	294	196	265	250	237	184	590	10	320	545	363	124	745	370
FRS3	4	4	5	6	25	3	22	0	13	0	6	16	6	9	28	10
FRY	95	619	235	316	260	150	171	7	696	40	408	198	355	134	319	179
FRYL	379	946	896	211	1769	293	1040	174	1085	17	851	2184	1293	164	2625	1433
FRZB	29	128	26	7	23	0	25	3	311	0	29	145	23	26	35	64
FSBP	0	3	0	0	0	1	0	0	0	0	1	0	1	0	1	1
FSCB	7	0	4	1	7	0	0	0	0	0	4	0	2	10	0	0
FSCN1	31	231	24	23	20	70	46	5	389	4	131	74	95	8	1429	52
FSCN2	3	4	0	0	3	0	5	2	0	0	1	7	3	1	4	4
FSCN3	7	1	0	1	0	0	0	0	0	0	1	1	1	9	0	2
FSD1	0	0	0	1	0	0	6	0	0	0	6	6	0	1	0	0
FSD1L	22	62	217	17	46	16	38	1	123	0	55	97	137	21	170	46
FSD2	11	0	2	6	0	0	5	0	0	0	0	0	1	7	0	3
FSHB	3	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0
FSHR	8	0	2	0	0	0	5	7	30	0	0	1	1	13	0	0
FSIP1	15	5	5	2	9	39	6	2	9	0	13	10	7	19	10	2
FSIP2	115	46	36	26	34	73	65	1	109	0	112	19	82	116	427	23
FST	36	28	30	132	16	71	30	0	146	5	6	40	84	197	23	81
FSTL1	167	4873	1073	200	1222	1257	183	127	9010	24	556	763	1071	103	11270	695
FSTL3	10	141	75	38	308	434	17	56	281	7	12	8	82	12	821	5
FSTL4	9	3	4	1	4	0	15	42	2	0	24	2	1	19	0	3
FSTL5	27	0	1	4	0	0	3	0	9	0	226	0	5	31	0	0
FTCD	5	2	23	1185	84	833	5	8	2	138	1	7	133	329	0	6
FTH1	453	3762	9189	6271	6540	3601	1486	1127	39778	1134	5333	3333	3724	1069	19209	1518
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FTL	223	970	2317	8367	1267	2964	646	1002	9782	1432	3265	971	3792	2494	7124	635
FTO	79	386	268	195	405	356	168	9	832	25	506	505	233	71	940	264
FTSJ1	22	97	63	27	34	5	53	35	221	5	117	129	71	12	579	71
FTSJ2	17	27	67	60	67	69	71	2	106	0	112	82	85	19	240	51
FTSJ3	41	141	136	109	152	143	149	16	453	14	198	176	124	44	1046	113
FTSJD1	53	181	176	114	109	57	145	1	86	2	319	364	429	43	618	232
FTSJD2	82	251	240	181	210	152	289	178	272	16	348	417	251	59	850	238
FUBP1	252	548	491	262	801	460	872	108	1215	77	700	1668	563	72	1618	831
FUBP3	59	372	322	285	428	286	225	104	458	44	284	363	347	79	909	218
FUCA1	86	107	162	275	194	201	226	2	327	1	443	458	339	95	751	394
FUCA2	30	87	106	122	121	128	38	52	496	9	248	120	318	56	569	88
FUK	9	13	35	19	37	19	32	1	60	1	39	34	66	6	51	15
FUNDC1	20	41	65	17	27	0	20	0	37	4	63	37	56	11	84	27
FUNDC2	32	157	96	104	200	103	67	0	431	15	148	171	119	32	344	94
FUOM	4	3	18	155	16	76	13	0	8	16	12	19	43	40	8	9
FURIN	41	259	225	919	223	694	143	13	536	40	176	196	685	300	1519	144
FUS	204	649	369	240	842	344	920	198	1028	31	746	899	319	60	722	457
FUT1	9	43	26	14	15	4	11	0	25	0	24	15	42	13	91	24
FUT10	35	89	93	27	75	2	40	0	81	0	48	95	85	32	66	70
FUT11	19	69	72	32	39	93	71	2	120	13	176	104	59	17	260	78
FUT2	22	51	95	3	362	64	33	1	210	3	7	33	120	10	108	44
FUT3	9	229	299	3	306	33	43	2	154	0	23	49	88	5	360	41
FUT4	43	80	253	16	226	25	174	25	211	0	95	168	181	24	266	128
FUT5	0	0	0	1	2	0	1	2	0	0	2	1	0	1	4	0
FUT6	10	61	51	17	101	4	27	7	73	0	48	27	24	8	1	13
FUT7	5	2	0	0	13	0	18	0	1	0	2	11	1	0	7	9
FUT8	139	233	64	13	322	122	300	3	529	0	244	879	313	30	836	503
FUT9	31	0	5	8	22	1	10	16	0	1	84	3	6	39	8	1
FUZ	6	10	11	12	4	43	13	8	28	7	6	8	4	2	75	13
FXC1	90	275	173	150	613	130	394	31	555	20	226	538	312	48	401	346
FXN	50	58	41	127	53	85	155	127	196	5	76	137	67	82	131	82
FXR1	249	532	436	353	1476	324	719	73	1210	20	951	1128	754	153	1617	791
FXR2	28	134	158	125	154	97	89	42	204	7	70	138	72	63	391	78
FXYD1	3	13	2	159	9	89	0	1	10	6	0	7	24	58	0	2
FXYD2	0	0	0	0	0	0	1	0	0	0	1	0	7	0	0	0
FXYD3	6	107	677	4	589	0	42	31	609	0	292	43	65	9	671	44
FXYD4	2	0	0	2	31	0	0	0	0	0	4	0	0	2	3	0
FXYD5	66	118	171	42	2205	326	524	78	417	12	127	329	167	10	1598	164
FXYD6	1	18	5	5	10	92	2	5	52	1	8	21	14	4	6	9
FXYD6-FXYD2	0	1	0	3	1	23	3	0	7	0	2	2	4	2	14	1
FXYD7	2	0	0	1	0	0	3	0	0	0	0	3	0	3	0	0
FYB	450	280	96	87	292	505	1854	110	433	20	687	3419	293	85	1785	2397
FYCO1	142	716	392	361	612	449	443	196	587	8	636	586	252	98	1321	408
FYN	179	366	99	111	201	230	486	59	530	20	210	1143	177	47	236	601
FYTTD1	99	538	362	228	719	461	467	17	834	62	584	674	402	94	1469	501
FZD1	11	325	36	27	91	107	27	2	324	16	58	62	80	11	379	52
FZD10	1	72	0	1	0	0	3	0	10	0	54	11	0	8	1	8
FZD2	11	13	6	2	16	0	6	0	41	0	10	11	3	9	141	7
FZD3	86	121	217	18	340	3	247	73	134	3	312	250	67	42	63	148
FZD4	71	175	99	246	163	253	117	178	784	32	77	260	177	91	342	203
FZD5	30	90	605	514	699	137	94	66	312	18	279	112	961	228	519	154
FZD6	46	247	135	37	200	63	41	129	153	3	434	196	192	26	798	163
FZD7	26	148	82	7	102	0	48	4	255	14	46	96	37	7	147	77
FZD8	5	8	11	12	2	0	18	1	37	10	9	12	8	5	8	3
FZD9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FZR1	18	142	52	64	95	88	109	6	135	34	99	105	58	19	515	64
G0S2	11	31	164	769	196	2512	40	16	266	77	11	25	87	57	787	29
G2E3	74	150	116	45	136	19	200	13	257	1	156	374	158	31	721	243
G3BP1	135	608	639	414	565	181	395	18	1345	67	881	1099	821	128	2039	782
G3BP2	194	709	490	463	405	586	435	43	1138	50	1648	1152	1126	147	2732	838
G6PC	16	1	27	1514	9	665	11	11	23	48	1	3	251	1259	0	7
G6PC2	10	2	2	0	2	1	1	0	0	0	0	0	5	11	0	1
G6PC3	5	16	26	10	6	9	10	36	151	0	48	19	32	4	172	15
G6PD	12	69	22	17	50	34	33	29	68	8	52	44	39	3	242	24
GAA	17	64	30	125	75	94	35	71	469	21	218	29	87	42	486	26
GAB1	95	553	205	83	283	104	170	34	618	1	157	501	364	78	477	474
GAB2	49	283	354	95	457	148	208	218	707	15	159	234	148	54	1599	122
GAB3	50	49	25	22	59	30	198	18	35	1	95	343	60	15	78	172
GAB4	4	0	0	1	0	0	1	0	1	0	0	1	0	6	0	0
GABARAP	68	289	379	236	151	313	135	44	1385	72	234	272	198	56	990	175
GABARAPL1	47	379	373	870	498	942	78	117	1063	137	215	109	246	253	937	87
GABARAPL2	23	191	176	96	172	54	114	2	729	3	253	221	151	26	381	153
GABBR1	98	319	202	34	558	97	358	70	189	25	246	297	140	34	130	184
GABBR2	15	0	8	11	19	1	23	0	19	0	81	11	2	17	8	3
GABPA	135	373	221	190	272	256	497	73	420	17	1012	891	320	102	958	618
GABPB1	38	85	83	53	75	122	69	3	134	3	131	244	121	30	486	141
GABPB2	38	73	36	26	211	33	106	20	70	1	100	124	53	19	86	78
GABRA1	22	4	3	2	34	39	3	15	72	0	0	5	3	23	0	3
GABRA2	15	3	12	9	36	0	13	0	54	0	1	2	2	21	0	4
GABRA3	15	3	1	8	0	0	1	0	9	0	29	0	0	8	52	2
GABRA4	47	8	7	6	77	0	16	0	0	0	0	9	10	50	0	0
GABRA5	6	0	0	1	0	0	6	0	1	0	0	1	1	9	0	1
GABRA6	13	0	1	5	0	0	2	7	0	0	0	0	0	21	0	0
GABRB1	24	0	2	1	0	0	1	0	0	0	1	1	0	22	0	0
GABRB2	37	18	18	6	13	0	25	0	40	0	3	3	1	51	13	2
GABRB3	18	14	101	8	0	53	25	35	3	18	127	16	5	51	0	11
GABRD	1	1	1	0	0	3	0	0	0	0	0	0	3	0	1	0
GABRE	23	420	84	10	221	92	72	2	38	4	23	51	101	8	252	61
GABRG1	19	0	2	0	41	9	7	0	17	0	0	1	3	19	0	0
GABRG2	23	0	6	5	1	0	10	0	7	0	23	0	1	28	0	0
GABRG3	8	0	1	4	0	0	7	0	0	0	0	1	1	16	2	4
GABRP	32	9	3	7	31	65	89	1	23	0	1	342	19	21	83	433
GABRQ	3	21	1	3	9	7	2	8	0	0	13	1	0	2	16	1
GABRR1	11	0	4	1	8	0	1	70	9	0	1	1	0	12	0	3
GABRR2	10	4	9	3	0	0	34	12	0	0	4	16	1	13	12	7
GAD1	9	6	14	2	1	0	8	0	34	1	34	2	2	17	55	0
GAD2	9	0	2	0	5	1	3	9	0	0	0	0	0	7	0	0
GADD45A	18	167	57	137	230	228	67	38	596	7	109	74	56	28	394	63
GADD45B	20	290	99	644	141	1330	53	22	627	50	72	80	84	147	264	38
GADD45G	1	5	19	81	5	116	3	3	17	1	5	0	4	7	7	2
GADD45GIP1	9	31	55	46	51	30	14	0	282	10	35	35	25	12	272	19
GADL1	17	0	6	3	0	1	4	3	0	0	0	0	1	16	5	3
GAGE1	9	0	3	8	0	0	2	0	0	0	1	0	1	12	18	0
GAGE10	2	0	0	0	0	0	0	0	20	0	1	1	1	3	1	4
GAGE12C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GAGE12D	0	0	0	1	0	0	0	0	0	1	1	0	0	1	3	0
GAGE12E	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
GAGE12F	0	0	0	0	0	0	1	0	0	0	1	0	0	1	9	0
GAGE12G	1	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0
GAGE12H	1	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0
GAGE12I	0	0	0	1	3	1	1	0	0	0	0	0	0	1	6	0
GAGE12J	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
GAGE13	1	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0
GAGE2A	1	0	0	0	0	0	0	0	8	0	1	0	0	0	3	0
GAGE2B	3	0	0	0	4	1	0	0	0	0	1	0	0	1	0	0
GAGE2C	1	0	1	0	2	0	0	0	0	0	0	0	0	2	1	0
GAGE2D	5	0	1	1	6	0	3	0	0	0	0	0	0	1	64	0
GAGE2E	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
GAK	69	272	435	225	215	123	234	44	319	21	241	365	158	54	895	195
GAL	0	0	3	1	0	0	0	0	2	0	0	0	1	2	0	0
GAL3ST1	0	0	3	3	3	0	0	6	5	0	0	0	8	2	0	0
GAL3ST2	2	0	14	1	42	0	0	0	42	0	0	1	3	0	4	0
GAL3ST3	7	1	0	1	0	0	4	1	0	0	0	0	2	7	0	0
GAL3ST4	12	25	9	5	60	0	9	0	46	0	29	24	40	6	69	12
GALC	67	122	121	59	147	86	79	4	394	3	145	202	107	29	769	158
GALE	2	33	66	53	27	48	10	0	179	0	49	21	60	14	306	5
GALK1	3	11	15	96	10	16	3	0	39	24	12	17	16	10	52	11
GALK2	65	122	158	96	135	117	123	8	463	18	295	352	366	58	461	186
GALM	29	55	174	258	288	299	87	5	284	38	64	59	163	83	203	39
GALNS	10	78	55	33	62	18	52	0	161	0	76	70	68	16	325	43
GALNT1	152	1507	324	575	928	412	351	12	1238	24	957	1160	1258	146	1713	815
GALNT10	68	268	122	38	518	45	265	16	642	3	144	366	377	39	1079	193
GALNT11	47	208	140	112	226	61	91	43	456	2	317	247	173	47	413	181
GALNT12	33	82	334	4	196	3	37	4	142	1	76	126	219	11	306	73
GALNT13	31	3	14	6	19	4	10	7	1	0	190	3	7	36	0	3
GALNT14	11	19	3	1	34	0	110	0	0	0	23	22	3	15	21	24
GALNT2	66	382	396	1188	442	487	113	316	790	93	230	270	371	125	1267	160
GALNT3	41	248	405	20	614	44	47	3	412	1	180	150	323	13	1702	130
GALNT4	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0
GALNT5	36	314	217	1	398	2	20	41	225	0	12	83	478	23	103	82
GALNT6	39	182	663	16	743	18	160	4	474	0	27	97	127	11	653	61
GALNT7	60	187	175	9	319	3	110	23	357	8	390	270	572	18	401	164
GALNT8	8	0	5	4	11	9	12	34	1	0	4	5	6	12	6	1
GALNT9 (NC_000012 132680916..132690573)	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0
GALNT9 (NC_000012 132824459..132905905)	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
GALNTL1	13	19	4	22	40	102	15	0	48	2	3	23	7	6	12	20
GALNTL2	20	46	5	4	0	69	4	0	192	0	5	13	8	12	25	10
GALNTL4	9	58	15	38	81	24	22	1	84	0	15	34	27	7	22	18
GALNTL5	5	0	2	1	0	1	0	0	1	0	0	0	0	10	0	0
GALNTL6	5	5	1	4	0	0	9	1	0	0	3	1	2	25	0	2
GALP	4	0	0	2	0	0	0	0	1	0	0	0	0	7	0	0
GALR1	1	7	0	0	0	0	1	0	1	0	0	2	0	3	0	0
GALT	17	51	62	117	70	94	73	0	22	30	31	126	39	38	109	67
GAMT	4	10	8	220	2	246	15	0	22	10	1	13	35	73	7	8
GAN	60	486	250	85	230	51	114	1	215	6	349	250	236	55	406	243
GANAB	132	470	473	930	765	677	405	281	2309	91	884	680	525	248	3173	416
GANC	107	232	56	87	93	118	303	29	212	31	309	600	173	94	417	292
GAP43	5	1	4	2	4	2	6	1	304	0	0	1	1	2	3	0
GAPDH	382	2281	2187	1655	1464	1530	1459	397	7120	157	2623	2117	2110	350	8093	1473
GAPDHS	0	0	0	0	0	0	0	1	16	0	3	6	1	4	3	0
GAPT	62	7	10	8	34	8	198	1	41	0	7	379	16	17	4	182
GAPVD1	180	728	537	318	457	287	535	77	622	9	688	1042	563	107	1706	632
GAR1	14	45	42	22	102	40	27	8	136	0	55	36	19	12	110	13
GARNL3	28	64	18	29	42	23	62	1	61	3	100	83	41	43	112	45
GARS	97	562	724	311	793	309	232	37	1458	47	364	549	511	87	2068	327
GART	68	266	164	217	351	182	198	99	573	9	801	384	370	83	921	238
GAS1	23	199	27	12	31	148	17	18	256	1	39	55	4	8	270	51
GAS2	20	1	12	107	18	39	10	0	21	1	1	9	59	79	32	9
GAS2L1	3	42	9	16	10	51	8	0	32	0	16	8	9	5	89	7
GAS2L2	2	0	0	0	0	3	3	0	2	0	2	0	0	3	0	0
GAS2L3	22	31	121	20	50	2	28	0	318	1	64	30	76	24	137	21
GAS6	22	431	262	117	200	139	47	20	503	14	82	155	207	15	2093	100
GAS7	78	771	90	49	144	270	166	77	1901	27	198	325	176	47	430	273
GAS8	6	53	38	54	62	68	53	2	68	4	89	46	67	5	250	28
GAST	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
GATA1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0
GATA2	12	125	6	5	2	4	19	2	56	0	28	23	12	4	183	16
GATA3	27	109	6	12	7	34	112	279	101	1	2500	140	18	9	554	67
GATA4	4	0	3	189	14	153	8	4	4	9	5	3	20	28	0	0
GATA5	1	0	1	0	0	0	2	0	1	0	1	0	1	2	0	0
GATA6	8	47	189	90	112	155	7	4	223	25	14	12	217	31	684	6
GATAD1	74	231	278	117	956	127	287	23	533	38	288	370	463	54	1189	198
GATAD2A	90	368	404	329	913	417	392	24	682	27	264	370	321	63	1484	214
GATAD2B	200	661	559	361	888	734	931	39	1246	77	883	973	473	99	1203	628
GATC	62	233	311	266	260	148	373	14	459	25	244	381	372	88	565	190
GATM	44	207	216	3747	120	1276	78	243	299	415	301	230	1941	2597	626	143
GATS	10	31	33	4	56	13	45	28	33	1	31	38	18	9	74	15
GATSL1	2	19	20	4	6	6	3	0	43	0	6	9	12	2	48	6
GATSL2	1	7	11	2	9	0	7	1	39	0	4	4	2	0	13	3
GATSL3	4	22	1	3	1	3	15	0	4	0	2	13	2	1	9	6
GBA	22	97	177	101	131	150	71	66	416	9	117	123	83	25	787	74
GBA2	58	170	164	114	162	207	175	23	110	27	151	233	269	57	528	168
GBA3	9	0	3	203	0	90	3	1	4	21	0	2	136	203	0	7
GBAS	41	197	216	24	284	2	84	2	492	1	96	241	203	18	654	163
GBE1	65	191	150	516	129	238	38	31	212	24	140	226	175	150	591	127
GBF1	126	590	442	366	531	427	381	93	623	31	555	724	336	99	1489	434
GBGT1	14	24	17	2	96	18	105	4	44	1	25	77	7	1	33	54
GBP1	71	573	135	720	116	208	208	42	520	14	344	283	117	65	2769	152
GBP2	92	369	166	149	274	216	267	84	485	32	276	444	192	54	1390	238
GBP3	52	247	118	103	63	95	160	88	197	6	62	285	307	43	1111	147
GBP4	122	174	82	143	58	205	381	10	352	47	529	575	153	83	1484	334
GBP5	118	138	32	40	13	69	399	90	70	5	701	574	63	60	1489	266
GBP6	102	1787	0	10	23	1	261	4	38	0	7	1499	10	26	57	1361
GBP7	21	3	16	209	5	106	23	0	33	7	1	0	28	76	0	1
GBX1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
GBX2	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0
GC	44	6	428	13891	192	3977	37	810	34	732	4	13	3127	5051	18	22
GCA	52	43	174	38	125	67	110	58	187	0	274	241	109	21	415	191
GCAT	2	15	13	48	0	23	3	2	42	6	7	3	8	29	31	6
GCC1	39	120	119	145	346	57	126	6	274	12	199	180	127	69	418	119
GCC2	287	739	712	235	1639	438	1370	118	1011	11	803	1712	1356	118	1694	1132
GCDH	8	40	19	206	31	112	62	13	71	26	53	77	37	73	130	26
GCFC1	97	250	142	90	348	115	293	25	235	4	751	517	314	82	342	341
GCFC2	61	133	95	104	215	184	112	1	309	6	197	277	150	66	166	173
