Feature.ID	B1_Total_Exon_Reads_fwd_RNA.Seq	B2_Total_Exon_Reads_fwd_RNA.Seq	B3_Total_Exon_Reads_fwd_RNA.Seq	B4_Total_Exon_Reads_fwd_RNA.Seq	B5_Total_Exon_Reads_fwd_RNA.Seq	B6_Total_Exon_Reads_fwd_RNA.Seq	B7_Total_Exon_Reads_fwd_RNA.Seq	B8_Total_Exon_Reads_fwd_RNA.Seq	B9_Total_Exon_Reads_fwd_RNA.Seq	B10_Total_Exon_Reads_fwd_RNA.Seq
LMTK2	1140	779	377	908	476	54	437	622	122	3225
LMTK3	37	8	40	11	8	6	32	8	7	68
LMX1A	0	0	9	0	0	8	14	18	10	20
LMX1B	3	0	6	1	3	9	8	4	5	5
LNP1	34	44	10	18	25	12	16	18	16	58
LNPEP	3260	2000	1959	1278	662	187	1262	747	204	3235
LNX1	677	403	237	438	333	31	268	209	78	2208
LNX2	986	730	359	560	410	59	401	418	120	3354
LOC100127946	0	0	0	4	0	0	1	0	0	2
LOC100127983	11	14	2	0	1	12	6	10	13	20
LOC100128071	1	1	1	5	3	0	1	0	2	3
LOC100128326	1	0	0	0	0	3	5	2	7	2
LOC100128905	0	0	0	0	1	0	1	1	2	1
LOC100129083	1	0	4	0	0	3	3	2	3	5
LOC100129098	2	0	0	0	0	1	4	5	1	9
LOC100129216	2	1	0	1	0	0	2	4	2	1
LOC100129307	1	0	0	0	0	1	0	0	2	0
LOC100129480	43	58	24	23	25	8	20	81	11	112
LOC100129520	1	0	5	0	1	5	8	15	5	5
LOC100129636	7	22	5	19	11	9	18	13	13	31
LOC100129924	0	0	1	1	1	4	5	2	5	4
LOC100130097	12	5	5	25	6	12	10	5	14	29
LOC100130301	0	2	2	0	0	5	5	3	7	10
LOC100130348	0	0	0	0	0	0	0	1	0	2
LOC100130357	15	0	9	19	15	5	16	28	8	21
LOC100130370	3	0	1	0	1	0	1	1	0	1
LOC100130451	13	0	17	9	7	12	27	18	26	34
LOC100130480	1	0	0	1	0	2	3	3	2	4
LOC100130539	0	0	0	0	0	1	2	4	8	4
LOC100130705	10	0	4	6	4	4	11	9	8	15
LOC100130880	0	0	2	2	0	4	2	1	2	10
LOC100130921	0	0	3	0	1	1	3	0	0	3
LOC100131094	2	1	4	0	0	3	4	2	2	3
LOC100131107	3	0	2	0	0	0	9	0	1	2
LOC100131381	0	0	0	0	0	0	1	1	2	0
LOC100131608	8	0	18	0	1	23	16	7	58	54
LOC100132146	1	0	4	1	2	6	7	9	11	6
LOC100132154	0	0	3	3	0	4	3	4	1	5
LOC100132174	0	0	0	0	0	0	0	1	0	0
LOC100132202	0	0	2	0	1	5	6	2	7	4
LOC100132247	96	16	21	271	156	5	55	65	25	61
LOC100132339	0	0	2	0	0	1	2	0	4	1
LOC100132581	2	2	2	7	3	12	14	14	22	11
LOC100132705	4	1	2	11	15	1	6	2	9	59
LOC100132731	1	1	6	0	3	9	6	5	7	10
LOC100132858	0	0	0	0	0	2	1	0	2	3
LOC100132859	0	0	0	0	1	0	0	1	1	5
LOC100132900	0	2	3	24	5	2	4	3	2	48
LOC100133251	0	0	0	0	0	2	3	0	1	0
LOC100133267	0	0	1	0	0	1	3	0	0	5
LOC100133301	0	0	1	0	0	3	0	0	2	0
LOC100144595	1	0	3	0	2	6	7	2	6	11
LOC100286914	6	4	4	6	9	6	7	17	10	16
LOC100287036	1	1	3	2	1	5	4	4	6	6
LOC100287177	2	5	0	2	2	0	4	0	0	3
LOC100287290	22	44	34	44	40	4	19	30	3	49
LOC100287294	0	0	0	0	0	0	1	0	0	1
LOC100287313	17	14	10	3	9	2	5	7	4	18
LOC100287368	1	0	10	0	2	12	19	8	9	9
LOC100287387	0	0	0	0	0	0	0	0	0	1
LOC100287399	2	0	5	1	0	10	9	23	29	7
LOC100287477	0	0	0	0	0	1	3	1	6	1
LOC100287482	3	4	3	7	19	4	4	6	5	17
LOC100287633	1	0	5	0	0	1	6	1	4	9
LOC100287651	1	0	6	0	1	19	10	13	16	28
LOC100287718	1	0	2	0	0	7	1	4	5	8
LOC100287837	1	0	1	1	0	1	1	0	0	0
LOC100287852	0	0	0	0	0	1	1	1	1	1
LOC100288332	315	135	118	218	450	27	125	186	61	1223
LOC100288336	0	0	1	0	0	2	1	1	2	1
LOC100288524	0	0	0	0	0	0	0	2	0	0
LOC100288562	2	0	0	0	1	0	1	0	1	0
LOC100288568	1	0	3	0	0	5	5	8	8	4
LOC100288646	5	1	2	6	8	4	7	14	4	18
LOC100288807	3	0	0	5	1	7	5	5	7	16
LOC100288814	9	0	0	3	1	0	9	3	2	7
LOC100289151	3	1	2	5	1	2	6	9	2	12
LOC100289187	6	2	6	4	0	3	9	3	4	6
LOC100289375	1	0	8	0	1	5	8	7	9	9
LOC100289561	131	44	50	153	128	10	76	112	21	201
LOC100500938	0	0	4	0	0	1	3	3	1	1
LOC100505478	1	0	1	0	0	2	4	1	2	3
LOC100505549	66	17	14	39	20	13	29	13	14	62
LOC100505679	1	0	4	1	1	5	5	7	10	13
LOC100505767	14	0	2	13	13	8	5	4	5	18
LOC100505781	1	0	8	3	6	7	22	7	8	26
LOC100505836	0	0	1	0	0	4	6	40	8	11
LOC100505841	0	0	0	0	0	1	1	1	2	2
LOC100506127	9	8	7	21	21	6	18	26	9	19
LOC100506248	1	3	0	1	0	0	1	0	1	2
LOC100506310	0	0	0	1	0	1	6	3	2	5
LOC100506388	0	2	2	1	0	0	1	4	1	1
LOC100506422	2	0	13	1	0	15	26	19	25	27
LOC100506504	1	0	3	2	4	4	0	12	4	3
LOC100506533	0	0	4	0	2	12	8	4	9	5
LOC100506562	1	0	0	0	1	1	0	0	0	0
LOC100506571	11	1	4	5	7	7	14	8	7	6
LOC100506667	0	1	0	0	0	2	1	2	3	1
LOC100506688	3	2	1	1	0	2	6	7	8	6
LOC100506859	1	0	2	2	0	0	8	0	11	7
LOC100506870	2	13	10	9	7	4	4	4	6	17
LOC100506888	2	0	2	0	0	2	1	1	7	1
LOC100506972	0	0	0	0	0	0	1	0	0	0
LOC100507003	0	0	3	0	0	5	5	5	4	3
LOC100507161	0	0	0	0	0	0	0	0	1	0
LOC100507172	0	2	1	3	2	1	2	2	3	3
LOC100507203	0	5	4	1	2	12	6	8	20	28
LOC100507341	0	1	4	3	1	3	9	1	4	10
LOC100507369	1	0	3	0	1	3	1	12	4	1
LOC100507462	15	8	9	9	8	3	12	17	10	31
LOC100507607	7	1	5	6	6	6	9	8	7	11
LOC100507656	4	2	7	6	4	2	5	13	2	13
LOC100508736	0	0	13	1	4	11	17	14	9	17
LOC100509091	0	0	0	0	0	0	0	1	2	0
LOC100509247	0	0	0	0	0	0	5	2	1	2
LOC100652732	1	1	0	1	1	5	6	2	4	3
LOC100652740	6	1	4	2	1	2	5	1	3	12
LOC100652741	157	63	90	135	68	9	86	38	20	371
LOC100652758	13	17	4	4	4	3	9	5	1	17
LOC100652766	897	243	139	141	217	15	248	103	61	804
LOC100652774	4	0	5	3	0	3	2	1	5	8
LOC100652777	3	1	2	0	2	8	11	5	10	12
LOC100652807	0	0	1	0	0	0	2	2	0	0
LOC100652824	1	0	6	0	1	20	17	5	36	24
LOC100652871	0	0	0	0	0	3	0	0	1	1
LOC100652894	2	1	2	1	0	6	2	1	0	2
LOC100652901	36	3	7	11	26	16	34	32	17	60
LOC100652943	2	0	6	3	0	15	14	3	12	11
LOC100652953	0	0	0	0	1	1	4	1	3	5
LOC100862671	60	155	29	91	75	14	47	84	24	321
LOC100996250	2	0	2	1	4	2	7	7	4	6
LOC100996253	78	82	20	29	30	10	24	27	12	230
LOC100996254	0	0	1	0	0	4	6	7	6	19
LOC100996256	5	2	9	11	13	10	12	8	5	25
LOC100996259	0	0	0	2	1	1	1	1	1	4
LOC100996261	0	0	1	0	0	0	4	0	1	0
LOC100996271	0	0	0	0	0	0	2	1	1	0
LOC100996276	1	3	3	2	1	0	7	5	13	8
LOC100996278	0	0	1	0	0	0	0	2	0	1
LOC100996279	0	0	2	0	0	14	6	10	3	9
LOC100996282	0	0	1	0	0	2	3	1	5	2
LOC100996287	0	0	0	0	0	1	3	1	3	2
LOC100996289	0	0	0	0	0	0	0	0	0	1
LOC100996290	15	3	6	3	2	23	22	15	32	28
LOC100996295	0	1	6	3	1	7	7	9	11	5
LOC100996301	0	0	2	0	0	1	3	1	4	1
LOC100996304	2	2	4	0	1	10	14	14	22	32
LOC100996312	0	0	0	0	0	1	1	1	0	1
LOC100996314	40	33	29	161	22	7	89	18	15	23
LOC100996317	0	0	0	0	0	0	0	1	0	0
LOC100996318	4	0	12	1	0	11	12	17	5	13
LOC100996325	3	0	2	3	1	9	9	6	13	12
LOC100996329	1	1	4	1	0	7	8	7	13	2
LOC100996331	1	0	3	0	0	10	11	22	7	23
LOC100996337	0	0	0	1	1	1	1	1	1	0
LOC100996346	0	0	4	0	0	1	1	0	1	0
LOC100996350	15	2	30	11	6	50	100	36	54	56
LOC100996356	482	696	532	334	204	75	223	178	130	1202
LOC100996368	0	1	0	2	0	0	0	1	0	0
LOC100996372	0	0	1	0	0	1	4	3	2	1
LOC100996378	0	0	0	2	0	2	1	0	1	0
LOC100996380	0	0	0	0	0	1	1	0	2	0
LOC100996382	2	0	1	0	1	2	2	2	3	2
LOC100996392	0	0	0	0	0	0	9	1	5	3
LOC100996394	3	0	2	0	0	10	5	3	10	9
LOC100996401	1	0	1	7	0	0	2	4	6	1
LOC100996408	0	0	0	0	0	1	1	0	0	0
LOC100996412	1	0	0	1	0	0	1	0	0	0
LOC100996413	0	0	0	0	0	8	2	0	2	2
LOC100996423	0	0	1	0	0	1	1	0	0	3
LOC100996426	2	0	2	0	0	1	0	3	3	2
LOC100996428	0	0	0	0	0	0	6	2	0	0
LOC100996432	2	0	11	0	0	15	20	26	27	33
LOC100996433	1	1	2	2	0	0	2	1	1	1
LOC100996440	0	0	0	0	0	1	3	5	2	5
LOC100996445	0	0	3	0	0	1	2	0	3	4
LOC100996451	46	258	26	108	71	18	30	66	23	609
LOC100996459	8	4	4	1	2	3	3	0	8	12
LOC100996465	0	0	0	1	1	1	1	2	1	0
LOC100996467	2962	932	1707	2317	1433	118	1857	1928	479	2141
LOC100996470	1	2	3	2	2	0	2	5	3	9
LOC100996473	22	4	1	19	20	2	21	9	5	36
LOC100996485	19	15	13	16	8	14	17	10	22	29
LOC100996487	0	0	0	0	0	0	1	1	1	2
LOC100996489	2	0	0	0	0	2	3	1	1	0
LOC100996492	1	21	0	0	2	2	0	0	0	0
LOC100996504	1	4	2	0	0	2	0	2	3	5
LOC100996505	7	13	9	13	9	1	5	6	2	12
LOC100996515	135	119	79	66	12	20	61	10	15	339
LOC100996516	0	0	0	0	0	2	0	1	3	0
LOC100996518	4	0	2	12	4	2	5	5	2	8
LOC100996519	0	0	0	0	0	0	1	0	0	0
LOC100996525	0	0	0	0	0	1	3	0	1	0
LOC100996527	2	1	5	1	3	1	5	3	5	10
LOC100996528	3	1	2	3	2	2	3	3	6	3
LOC100996535	0	0	0	0	0	1	0	0	0	0
LOC100996541	1	0	1	0	1	4	5	2	3	3
LOC100996546	3	3	3	3	0	0	2	0	1	2
LOC100996547	0	0	0	0	0	1	0	2	0	1
LOC100996567	0	0	1	0	0	1	7	1	8	3
LOC100996571	6	3	15	3	3	32	33	25	50	91
LOC100996573	0	0	1	0	0	0	0	0	0	0
LOC100996574	1	0	0	0	0	0	4	3	1	0
LOC100996575	68	50	58	113	381	21	102	158	29	263
LOC100996577	0	0	2	0	0	12	9	7	11	24
LOC100996584	1	0	0	0	1	1	2	1	3	3
LOC100996594	0	0	0	0	0	2	2	0	3	0
LOC100996599	0	0	1	0	0	5	4	0	1	4
LOC100996602	0	0	3	0	0	7	3	1	5	7
LOC100996605	3	2	3	7	2	5	1	4	3	1
LOC100996606	0	0	0	0	1	0	0	1	1	1
LOC100996610	6	0	4	6	15	6	22	3	16	20
LOC100996612	61	10	6	12	18	5	37	8	13	13
LOC100996614	2	0	1	1	0	10	9	14	6	6
LOC100996619	9	1	9	5	4	25	24	14	26	61
LOC100996625	0	0	0	0	0	0	1	0	5	0
LOC100996631	0	0	4	0	0	1	1	1	3	2
LOC100996633	16	7	4	10	3	1	17	4	6	19
LOC100996634	61	52	11	202	104	20	9	40	15	21
LOC100996641	45	11	7	52	32	6	5	10	9	8
LOC100996642	50	24	8	73	50	1	35	21	17	79
LOC100996643	7	1	3	0	1	6	14	14	13	10
LOC100996644	1	0	0	0	0	1	3	1	4	0
LOC100996646	0	0	1	0	0	5	3	3	5	6
LOC100996648	2	0	3	0	0	5	6	14	11	21
LOC100996675	0	0	2	0	0	1	2	3	3	0
LOC100996677	8	3	1	4	8	1	6	6	4	13
LOC100996685	1	0	7	0	1	4	15	0	13	16
LOC100996689	166	13	46	93	44	31	87	55	54	67
LOC100996693	0	0	0	0	0	0	0	0	1	0
LOC100996701	0	0	0	0	0	0	0	0	0	1
LOC100996702	5	1	18	5	1	41	28	28	37	64
LOC100996863	0	0	0	2	3	0	0	1	0	3
LOC100996885	0	0	3	0	0	4	5	7	3	4
LOC101059906	1	0	2	1	2	2	3	1	1	3
LOC101059911	2	1	15	0	1	26	22	16	31	8
LOC101059914	0	0	0	0	0	3	1	1	1	3
LOC101059915	0	0	3	0	0	2	2	0	3	2
LOC101059918	111	10	29	3	8	14	63	5	9	10
LOC101059921	1	3	0	0	0	3	1	4	2	5
LOC101059922	269	259	101	199	314	22	199	237	56	584
LOC101059934	2	0	2	2	2	7	11	2	10	6
LOC101059935	5	2	7	4	30	10	20	11	13	26
LOC101059938	37	62	26	52	94	6	30	35	21	162
LOC101059952	1	0	1	0	0	2	6	6	8	6
LOC101059953	21	39	28	10	74	11	35	29	25	217
LOC101059957	111	24	103	78	24	15	75	73	15	97
LOC101059961	254	305	149	273	396	26	283	764	35	844
LOC101059966	1	1	0	0	0	0	0	1	0	5
LOC101059970	27	2	37	32	12	7	16	43	9	11
LOC101059976	4	2	15	10	1	2	5	4	5	5
LOC101059980	45	23	21	45	79	2	47	117	10	62
LOC101059981	0	0	3	1	0	9	6	6	7	4
LOC101059984	2	0	8	4	3	15	16	7	18	21
LOC101059991	0	0	1	0	0	1	3	1	4	0
LOC101060011	0	0	0	0	0	1	1	2	2	0
LOC101060017	4	1	4	0	0	18	12	17	20	33
LOC101060018	0	0	0	0	0	1	2	4	0	1
LOC101060024	0	0	0	0	0	1	0	0	0	1
LOC101060026	5	0	9	1	3	23	15	17	15	31
LOC101060028	0	2	1	1	1	6	6	0	3	5
LOC101060029	0	0	0	0	0	3	0	2	2	3
LOC101060037	0	0	0	0	2	1	2	1	1	0
LOC101060041	6	3	2	5	20	5	9	8	3	15
LOC101060047	0	0	3	0	0	5	7	2	8	6
LOC101060085	2	0	6	0	4	3	2	5	2	2
LOC101060092	97	97	18	179	167	31	74	100	16	399
LOC101060101	0	1	2	2	2	1	0	3	2	9
LOC101060115	0	0	2	0	0	0	1	0	1	1
LOC101060117	203	48	175	153	56	12	141	105	43	198
LOC101060128	0	0	8	0	1	6	3	3	13	2
LOC101060133	0	0	0	0	1	4	3	2	0	2
LOC101060136	0	0	1	0	0	0	0	0	1	1
LOC101060138	46	45	13	35	35	6	32	31	11	152
LOC101060140	3	0	1	0	0	0	0	0	3	3
LOC101060155	2	1	1	0	0	0	2	2	0	6
LOC101060160	0	0	1	0	0	0	0	0	0	2
LOC101060161	0	0	0	0	0	0	0	1	0	0
LOC101060163	1	0	12	0	0	35	25	17	35	52
LOC101060166	10	0	5	11	6	3	14	8	7	10
LOC101060167	0	0	1	0	0	2	0	1	1	0
LOC101060171	2	0	2	0	1	2	9	67	7	5
LOC101060175	2	1	2	3	0	4	3	0	2	4
LOC101060179	1	1	0	0	0	0	0	0	0	1
LOC101060181	169	111	40	32	99	12	51	55	16	449
LOC101060183	0	0	0	0	0	0	2	0	5	1
LOC101060193	1	1	0	0	0	0	1	3	2	4
LOC101060198	407	56	42	6	10	20	30	27	18	44
LOC101060200	78	93	56	102	113	7	48	107	18	106
LOC128322	0	0	0	0	0	1	0	0	1	0
LOC147646	0	0	1	0	0	2	2	1	1	3
LOC147670	3	1	4	1	10	5	4	19	7	7
LOC149373	0	0	0	0	0	0	4	0	2	4
LOC152586	0	0	1	0	0	1	3	1	1	8
LOC154872	0	0	1	0	1	2	4	1	4	4
LOC158434	2	3	1	0	1	4	7	2	10	6
LOC200726	0	0	0	0	0	7	2	5	8	10
LOC256021	22	0	60	23	10	29	15	23	20	34
LOC283403	0	0	4	0	1	5	4	1	6	1
LOC283710	1	0	0	0	0	2	0	1	5	2
LOC284385	112	51	13	58	40	19	44	24	16	123
LOC285423	8	13	13	0	3	24	21	24	32	71
LOC285556	6	1	4	0	1	23	19	17	27	51
LOC286238	0	0	1	0	0	0	2	4	1	0
LOC338667	0	1	2	0	0	6	3	1	4	4
LOC339760	2	0	1	0	0	4	3	1	6	3
LOC339862	2	0	5	154	92	15	18	470	17	30
LOC377711	6	9	6	3	3	0	5	0	0	4
LOC388210	0	2	0	26	3	4	11	4	8	17
LOC388276	0	0	2	0	0	0	1	2	8	10
LOC388813	0	0	1	1	0	3	2	6	7	15
LOC388849	1	0	3	0	5	0	6	3	0	0
LOC389895	0	0	2	0	0	1	3	0	1	1
LOC390877	0	0	0	0	0	0	1	0	0	0
LOC390956	3	3	4	2	5	4	4	2	6	11
LOC391322	11	1	1	6	3	1	13	12	2	5
LOC391722	0	0	1	0	1	6	2	1	5	6
LOC392288	0	0	2	3	0	2	3	2	5	4
LOC400499	3	4	5	36	11	12	9	14	9	14
LOC400682	2	2	4	2	6	6	9	10	11	23
LOC401052	8	6	8	10	9	10	19	24	8	17
LOC401180	0	0	0	3	3	1	1	2	2	4
LOC402160	0	1	2	0	0	3	1	0	3	2
LOC402269	2	1	2	1	0	4	9	2	5	13
LOC440233	2	0	4	0	0	5	2	8	10	12
LOC440243	7	0	24	0	0	29	34	17	53	24
LOC440292	1	1	0	0	2	5	5	6	9	5
LOC440335	402	481	173	207	62	16	159	60	39	737
LOC440563	1	0	5	1	0	7	6	10	8	6
LOC440981	1	0	0	3	0	1	7	0	0	8
LOC441098	0	0	2	0	0	7	3	0	7	7
LOC441124	7	3	1	11	4	3	14	5	7	10
LOC441239	3	0	1	0	0	2	3	0	1	6
LOC554223	2	4	9	2	0	3	11	8	6	7
LOC642131	5	8	3	1	0	2	8	5	12	8
LOC642441	1	6	2	3	3	0	4	1	1	6
LOC642643	0	0	1	2	0	7	7	5	7	9
LOC642778	25	5	8	17	15	5	8	5	6	11
LOC642799	14	4	14	5	19	2	6	16	6	30
LOC643037	0	0	2	0	0	2	4	0	6	5
LOC643355	3	0	2	0	0	8	10	6	9	6
LOC643669	2	0	1	1	0	1	1	3	2	0
LOC643802	0	2	2	1	2	6	4	7	5	8
LOC644249	68	2	0	7	37	2	20	17	13	45
LOC644634	28	2	0	26	6	3	10	4	2	25
LOC645177	0	0	10	0	13	11	11	9	19	13
LOC645202	2	0	3	0	1	1	5	3	5	5
LOC645359	1	0	5	0	0	9	4	8	9	5
LOC646021	685	681	239	336	194	46	335	205	61	1320
LOC646498	0	0	2	0	0	3	0	0	3	0
LOC646543	0	0	1	2	2	0	2	2	1	4
LOC646670	4	0	5	4	8	21	18	8	23	16
LOC646730	2	0	0	0	1	2	4	2	4	5
LOC646862	0	0	6	2	1	0	0	0	0	7
LOC648044	1	0	1	1	0	0	0	0	0	0
LOC649238	0	1	1	0	0	0	0	1	0	0
LOC650157	0	0	2	0	1	2	0	2	0	3
LOC650293	0	0	0	0	0	0	1	0	3	3
LOC653375	28	41	13	24	17	5	11	7	9	66
LOC728026	4	2	2	3	5	2	7	1	1	7
LOC728065	1	0	0	0	0	5	3	4	7	4
LOC728392	50	4	7	13	1	3	24	3	9	74
LOC728503	0	0	2	0	5	4	1	5	2	7
LOC728637	1	0	5	0	1	8	9	4	7	7
LOC728671	0	0	0	0	0	1	2	1	0	4
LOC728715	7	16	6	15	23	9	7	12	8	21
LOC728728	25	1	3	52	19	1	24	15	11	37
LOC728734	7	1	6	7	16	6	15	15	13	18
LOC728741	2	2	4	8	1	5	3	9	7	9
LOC728763	0	0	1	0	0	3	5	1	0	2
LOC728819	18	7	6	4	23	3	14	8	6	63
LOC728888	150	18	18	216	171	20	73	88	32	81
LOC729020	0	0	1	0	2	5	4	4	4	6
LOC729059	1	0	1	1	1	0	4	1	2	4
LOC729159	0	0	1	0	1	3	0	1	3	0
LOC729162	164	114	58	213	64	3	188	90	23	304
LOC729175	0	0	3	0	0	0	5	2	2	3
LOC729264	2	1	5	0	0	13	18	69	19	10
LOC729454	1	0	3	0	0	5	1	0	1	4
LOC729458	0	0	1	0	0	1	0	0	0	0
LOC729461	0	1	6	0	0	11	16	5	10	75
LOC729574	0	0	1	0	0	1	2	0	0	0
LOC729587	0	0	0	0	0	2	0	0	1	1
LOC729974	0	0	2	0	1	0	1	4	2	0
LOC730058	1	0	3	0	0	8	5	1	13	8
LOC730159	0	0	4	0	1	2	3	9	6	9
LOC730183	0	1	0	5	7	1	6	4	2	6
LOC730256	6	2	4	2	4	1	4	1	3	3
LOC730268	148	70	65	108	104	48	117	139	70	401
LOC731282	17	27	5	6	19	1	7	13	5	43
LOC731932	3	2	6	1	0	12	19	58	14	20
LOC732265	0	0	1	0	1	1	0	0	1	1
LOC81691	81	56	30	48	227	26	46	133	31	109
LOH12CR1	109	35	30	49	33	11	43	34	7	132
LONP1	496	474	196	285	441	15	183	233	53	1176
LONP2	2583	2704	1412	1363	925	126	1233	931	264	5599
LONRF1	840	450	1080	336	334	73	305	182	83	2690
LONRF2	654	24	110	7	528	53	138	318	90	1413
LONRF3	89	63	14	13	74	14	33	72	11	33
LOR	2	0	0	0	0	0	0	0	0	0
LOX	31	76	8	26	26	15	21	20	30	108
LOXHD1	3	1	14	0	9	42	26	18	44	47
LOXL1	11	298	31	63	33	14	72	46	7	613
LOXL2	34	76	10	76	57	10	24	30	14	119
LOXL3	14	9	10	12	34	16	24	12	18	73
LOXL4	16	50	14	162	6	18	15	8	19	49
LPA	169	19	93	4	3	84	170	45	119	128
LPAR1	442	314	183	129	48	20	317	33	34	718
LPAR2	105	109	27	114	80	4	54	72	14	291
LPAR3	96	456	124	104	31	24	16	25	35	130
LPAR4	1	3	4	0	1	6	3	8	11	18
LPAR5	39	62	4	53	37	7	42	17	19	406
LPAR6	921	2174	554	550	74	91	519	87	124	1792
LPCAT1	448	604	149	597	338	36	140	656	184	1572
LPCAT2	667	338	197	230	249	41	321	43	83	1146
LPCAT3	451	380	122	274	212	44	190	159	70	1871
LPCAT4	197	87	44	168	96	11	110	37	24	504
LPGAT1	2204	3192	886	1749	1201	172	873	1126	241	7275
LPHN1	31	47	120	156	112	13	41	18	13	277
LPHN2	1448	242	1025	307	112	29	1671	180	58	2066
LPHN3	201	20	22	16	12	26	44	41	44	153
LPIN1	111	178	63	56	164	33	103	178	66	798
LPIN2	260	251	25	233	260	30	114	495	54	595
LPIN3	278	107	119	250	227	23	184	145	48	297
LPL	19	43	9	24	25	14	27	59	27	62
LPO	0	0	1	0	0	11	10	7	8	13
LPP	11863	7922	5056	3736	5651	480	3928	3047	1045	25896
LPPR1	3	7	13	61	0	3	9	11	11	10
LPPR2	19	37	18	19	24	6	11	39	4	81
LPPR3	2	0	1	0	1	0	1	2	1	2
LPPR4	115	29	9	6	11	28	125	49	30	152
LPPR5	3	6	5	0	0	10	12	14	15	17
LPXN	66	67	16	32	26	73	41	46	23	193
LRAT	47	2	13	3	48	14	52	15	11	34
LRBA	7697	6483	2993	4584	4227	321	3593	2440	749	20515
LRCH1	571	282	211	818	286	60	315	2469	105	1214
LRCH2	87	51	12	10	14	9	71	34	20	60
LRCH3	628	444	146	446	408	43	349	434	77	1021
LRCH4	65	66	37	103	44	6	64	57	21	294
LRCOL1	0	0	1	0	0	0	0	0	0	0
LRFN1	1	0	0	4	1	2	2	1	5	2
LRFN2	1	3	1	1	1	6	3	3	5	13
LRFN3	24	7	9	17	9	4	9	18	10	76
LRFN4	34	19	2	10	20	1	19	44	2	1
LRFN5	13	22	10	0	5	20	21	17	19	41
LRG1	20	143	61	137	30	9	36	4	13	268
LRGUK	25	7	11	11	8	12	23	24	19	81
LRIF1	472	571	195	207	241	35	215	187	105	1614
LRIG1	6	25	14	8	10	21	28	38	27	49
LRIG2	528	235	227	375	378	43	302	370	72	847
LRIG3	612	185	378	301	101	72	186	136	53	3713
LRIT1	0	0	1	0	0	1	1	0	1	2
LRIT2	0	0	3	0	0	9	4	0	14	12
LRIT3	8	1	4	7	2	19	8	10	21	37
LRMP	2328	645	810	706	1438	71	726	25	98	3734
LRP1	1933	921	704	520	383	185	804	528	247	12527
LRP10	1181	875	306	791	114	48	514	396	139	3087
LRP11	1869	2211	685	669	469	136	503	428	213	5156
LRP12	308	408	166	107	136	42	165	160	36	87
LRP1B	423	0	161	4	7	121	564	78	154	446
LRP2	15	25	70	8	15	105	100	84	159	249
LRP2BP	38	28	10	8	14	16	44	27	26	83
LRP3	48	28	18	16	86	6	26	85	12	102
LRP4	143	479	105	524	62	46	115	72	80	356
LRP5	1068	649	385	738	287	84	456	585	110	4234
LRP5L	77	14	18	44	53	7	58	61	10	101
LRP6	1486	1045	556	937	1138	84	810	740	231	5382
LRP8	48	149	82	225	285	33	83	172	60	163
LRPAP1	1698	1603	648	1099	767	58	741	171	202	3537
LRPPRC	4111	4221	2579	3743	3233	211	1773	1794	473	14134
LRR1	77	66	40	67	80	11	42	90	16	137
LRRC1	1270	1082	363	769	671	85	402	532	181	4118
LRRC10	0	0	4	0	0	8	4	2	5	3
LRRC10B	0	6	0	1	0	0	1	1	1	3
LRRC14	96	80	64	83	80	9	67	27	16	139
LRRC14B	1	0	1	0	0	1	3	0	3	0
LRRC15	1	3	6	1	1	16	15	15	19	26
LRRC16A	2313	650	462	409	248	82	1010	640	143	693
LRRC16B	3	1	6	6	3	11	13	8	10	7
LRRC17	33	10	9	21	5	5	20	13	17	63
LRRC18	5	7	5	0	1	8	7	3	9	19
LRRC19	3	3	3	6	3	3	17	11	6	9
LRRC2	2	4	6	4	1	17	21	13	17	29
LRRC20	27	66	14	18	86	8	19	97	12	141
LRRC23	125	49	29	24	13	6	44	19	13	209
LRRC24	8	14	1	6	6	0	9	2	1	12
LRRC25	1	4	1	2	2	3	6	0	0	2
LRRC26	0	0	0	0	1	0	0	0	0	0
LRRC27	117	95	49	52	61	36	89	96	59	305
LRRC28	88	90	37	81	49	24	82	59	42	217
LRRC29	5	5	3	1	2	2	4	3	2	17
LRRC3	100	17	6	70	17	2	8	36	2	19
LRRC30	0	0	1	0	2	3	0	0	3	3
LRRC31	2	3	2	5	1	11	18	24	12	24
LRRC32	12	42	7	33	12	7	21	12	14	29
LRRC33	0	9	4	1	0	1	7	6	3	12
LRRC34	36	29	13	6	42	9	33	30	12	48
LRRC36	0	0	9	0	1	13	14	6	12	27
LRRC37A	123	43	64	65	91	12	109	190	22	150
LRRC37A2	326	526	312	310	629	22	170	418	43	1385
LRRC37A3	211	185	181	168	324	48	248	388	86	591
LRRC37B	183	106	53	132	130	21	96	172	50	418
LRRC38	1	1	4	0	0	4	4	4	5	8
LRRC39	45	24	18	69	34	15	40	44	23	69
LRRC3B	4	1	0	0	3	3	7	10	7	19
LRRC3C	0	0	2	0	0	3	1	1	1	2
LRRC4	6	7	11	11	4	19	19	14	17	44
LRRC40	394	422	251	251	471	55	213	230	73	1218
LRRC41	507	370	247	283	152	29	173	238	122	931
LRRC42	246	199	75	71	91	16	87	91	37	318
LRRC43	6	0	4	3	10	3	13	8	4	12
LRRC45	126	98	50	90	188	6	44	149	10	315
LRRC46	1	0	6	0	3	8	12	2	9	12
